year,sex,age_group,activity,units,activity_long,Number of people,Average
2010,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1205,4.479020394516884
2010,Male,"(45,55]",lserr,Combined,Household errands,1205,3.9902694610778444
2010,Male,"(45,55]",lshw,Combined,Housework,1205,7.202290836653386
2010,Male,"(45,55]",lsod,Combined,Outdoor tasks,1205,5.449867197875166
2010,Male,"(45,55]",lschd,Combined,Playing with your children,1205,5.263378803777544
2010,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1205,0.4360486891385768
2010,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1205,1.068377001455604
2010,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1205,1.7694165737643999
2010,Male,"(55,65]",lsemp,Combined,Paid employment,925,25.60042735042735
2010,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,925,3.110709677419355
2010,Male,"(55,65]",lserr,Combined,Household errands,925,4.2094451503600165
2010,Male,"(55,65]",lshw,Combined,Housework,925,7.031981411068863
2010,Male,"(55,65]",lsod,Combined,Outdoor tasks,925,7.329535864978903
2010,Male,"(55,65]",lschd,Combined,Playing with your children,925,1.5119545032497679
2010,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,925,1.2145168747110495
2010,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,925,1.6316391941391941
2010,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,925,2.49438202247191
2010,Male,"(65,75]",lsemp,Combined,Paid employment,577,3.6051020408163263
2010,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,577,0.25644942294636797
2010,Male,"(65,75]",lserr,Combined,Household errands,577,5.711088844355378
2010,Male,"(65,75]",lshw,Combined,Housework,577,8.808400267737618
2010,Male,"(65,75]",lsod,Combined,Outdoor tasks,577,10.624749498997996
2010,Male,"(65,75]",lschd,Combined,Playing with your children,577,0.5422680412371134
2010,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,577,0.860655737704918
2010,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,577,2.4460285132382893
2010,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,577,2.1744897959183676
2010,Male,"(75,Inf]",lsemp,Combined,Paid employment,364,0.9230769230769231
2010,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,364,0.09923976608187135
2010,Male,"(75,Inf]",lserr,Combined,Household errands,364,5.283276059564719
2010,Male,"(75,Inf]",lshw,Combined,Housework,364,9.552027027027027
2010,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,364,8.355331088664421
2010,Male,"(75,Inf]",lschd,Combined,Playing with your children,364,0.2852112676056338
2010,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,364,0.3350877192982456
2010,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,364,1.3666666666666667
2010,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,364,3.6325088339222615
2010,Female,"(15,25]",lsemp,Combined,Paid employment,1448,18.748274374460742
2010,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1448,2.245720524017467
2010,Female,"(15,25]",lserr,Combined,Household errands,1448,2.5984649122807015
2010,Female,"(15,25]",lshw,Combined,Housework,1448,6.713867355727821
2010,Female,"(15,25]",lsod,Combined,Outdoor tasks,1448,0.9048034934497816
2010,Female,"(15,25]",lschd,Combined,Playing with your children,1448,5.673655423883318
2010,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1448,1.0624625972471573
2010,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1448,0.5018018018018018
2010,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1448,0.4125414031918097
2010,Female,"(25,35]",lsemp,Combined,Paid employment,1127,24.907006139400504
2010,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1127,2.8882406397673575
2010,Female,"(25,35]",lserr,Combined,Household errands,1127,4.823804386911183
2010,Female,"(25,35]",lshw,Combined,Housework,1127,14.56784188034188
2010,Female,"(25,35]",lsod,Combined,Outdoor tasks,1127,2.2131043256997454
2010,Female,"(25,35]",lschd,Combined,Playing with your children,1127,19.756603422619047
2010,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1127,0.7339080459770115
2010,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1127,0.7197108066971081
2010,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1127,0.3796728971962617
2010,Female,"(35,45]",lsemp,Combined,Paid employment,1251,23.41332088390912
2010,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1251,2.651446540880503
2010,Female,"(35,45]",lserr,Combined,Household errands,1251,5.9748116760828625
2010,Female,"(35,45]",lshw,Combined,Housework,1251,17.748297740637575
2010,Female,"(35,45]",lsod,Combined,Outdoor tasks,1251,3.038303260525483
2010,Female,"(35,45]",lschd,Combined,Playing with your children,1251,19.188791989664082
2010,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1251,1.2954070981210857
2010,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1251,1.0252737850787133
2010,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1251,1.9589138978206502
2010,Female,"(45,55]",lsemp,Combined,Paid employment,1294,25.138828990715783
2010,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1294,2.8058538064907492
2010,Female,"(45,55]",lserr,Combined,Household errands,1294,5.835500747384155
2010,Female,"(45,55]",lshw,Combined,Housework,1294,16.241918742586
2010,Female,"(45,55]",lsod,Combined,Outdoor tasks,1294,3.6271769019248397
2010,Female,"(45,55]",lschd,Combined,Playing with your children,1294,5.0667627281460135
2010,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1294,1.3560682046138415
2010,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1294,1.333088475350963
2010,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1294,2.9703445990722335
2010,Female,"(55,65]",lsemp,Combined,Paid employment,955,15.13438995215311
2010,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,955,1.7320682730923695
2010,Female,"(55,65]",lserr,Combined,Household errands,955,5.6812623274161735
2010,Female,"(55,65]",lshw,Combined,Housework,955,18.03456862745098
2010,Female,"(55,65]",lsod,Combined,Outdoor tasks,955,4.548000791765637
2010,Female,"(55,65]",lschd,Combined,Playing with your children,955,0.7890322580645162
2010,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,955,3.0532734274711166
2010,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,955,1.7053571428571428
2010,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,955,3.596569250317662
2010,Female,"(65,75]",lsemp,Combined,Paid employment,625,1.5069702602230484
2010,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,625,0.14034267912772586
2010,Female,"(65,75]",lserr,Combined,Household errands,625,6.464652014652015
2010,Female,"(65,75]",lshw,Combined,Housework,625,20.58726893261777
2010,Female,"(65,75]",lsod,Combined,Outdoor tasks,625,5.596916971916972
2010,Female,"(65,75]",lschd,Combined,Playing with your children,625,0.5384373030875866
2010,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,625,1.702803738317757
2010,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,625,2.4546296296296295
2010,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,625,3.0255472170106317
2010,Female,"(75,Inf]",lsemp,Combined,Paid employment,530,0.2037037037037037
2010,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,530,0.024955436720142603
2010,Female,"(75,Inf]",lserr,Combined,Household errands,530,5.03651000870322
2010,Female,"(75,Inf]",lshw,Combined,Housework,530,17.116451335055988
2010,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,530,3.8654079861111112
2010,Female,"(75,Inf]",lschd,Combined,Playing with your children,530,0.04351351351351351
2010,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,530,0.42048517520215634
2010,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,530,1.5364864864864864
2010,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,530,2.320505871725384
2011,Male,"(15,25]",lsemp,Combined,Paid employment,1809,24.16879150066401
2011,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1809,2.7508502024291497
2011,Male,"(15,25]",lserr,Combined,Household errands,1809,2.214057853473912
2011,Male,"(15,25]",lshw,Combined,Housework,1809,3.9475259377494014
2011,Male,"(15,25]",lsod,Combined,Outdoor tasks,1809,2.180896607431341
2011,Male,"(15,25]",lschd,Combined,Playing with your children,1809,1.8074784542674451
2011,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1809,0.40866778149386845
2011,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1809,0.39415620641562066
2011,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1809,0.44878253568429893
2011,Male,"(25,35]",lsemp,Combined,Paid employment,1476,40.350556558363415
2011,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1476,4.81068493150685
2011,Male,"(25,35]",lserr,Combined,Household errands,1476,3.248670944087993
2011,Male,"(25,35]",lshw,Combined,Housework,1476,5.5841162300511895
2011,Male,"(25,35]",lsod,Combined,Outdoor tasks,1476,3.5528158295281584
2011,Male,"(25,35]",lschd,Combined,Playing with your children,1476,7.3040050457269
2011,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1476,0.1830255911888565
2011,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1476,0.47681159420289854
2011,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1476,0.39310009718172984
2011,Male,"(35,45]",lsemp,Combined,Paid employment,1501,40.72040616246498
2011,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1501,4.559084467120181
2011,Male,"(35,45]",lserr,Combined,Household errands,1501,3.7567345783814377
2011,Male,"(35,45]",lshw,Combined,Housework,1501,6.527164137155705
2011,Male,"(35,45]",lsod,Combined,Outdoor tasks,1501,4.522292545710267
2011,Male,"(35,45]",lschd,Combined,Playing with your children,1501,9.14966724537037
2011,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1501,0.4198990854619994
2011,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1501,0.6357187402556906
2011,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1501,0.4823763955342903
2011,Male,"(45,55]",lsemp,Combined,Paid employment,1548,39.20993968004196
2011,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1548,4.4830031695721075
2011,Male,"(45,55]",lserr,Combined,Household errands,1548,4.005476566614007
2011,Male,"(45,55]",lshw,Combined,Housework,1548,7.144618599791014
2011,Male,"(45,55]",lsod,Combined,Outdoor tasks,1548,5.517972831765936
2011,Male,"(45,55]",lschd,Combined,Playing with your children,1548,4.63018686452322
2011,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1548,0.44714038128249567
2011,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1548,0.964225232853514
2011,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1548,1.3922433679354094
2011,Male,"(55,65]",lsemp,Combined,Paid employment,1198,25.64712242182302
2011,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1198,2.9646713615023472
2011,Male,"(55,65]",lserr,Combined,Household errands,1198,4.188504016064257
2011,Male,"(55,65]",lshw,Combined,Housework,1198,6.643523143523144
2011,Male,"(55,65]",lsod,Combined,Outdoor tasks,1198,6.880988023952096
2011,Male,"(55,65]",lschd,Combined,Playing with your children,1198,1.4162420382165606
2011,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1198,1.15625
2011,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1198,1.253157894736842
2011,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1198,1.9039496989018774
2011,Male,"(65,75]",lsemp,Combined,Paid employment,792,5.625
2011,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,792,0.5678247734138973
2011,Male,"(65,75]",lserr,Combined,Household errands,792,5.294651741293532
2011,Male,"(65,75]",lshw,Combined,Housework,792,8.233874938453964
2011,Male,"(65,75]",lsod,Combined,Outdoor tasks,792,9.071864324060517
2011,Male,"(65,75]",lschd,Combined,Playing with your children,792,0.36128048780487804
2011,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,792,0.9157814871016692
2011,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,792,2.541039156626506
2011,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,792,1.7401215805471124
2011,Male,"(75,Inf]",lsemp,Combined,Paid employment,496,0.5653333333333334
2011,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,496,0.04565602836879433
2011,Male,"(75,Inf]",lserr,Combined,Household errands,496,5.228280141843972
2011,Male,"(75,Inf]",lshw,Combined,Housework,496,9.021758050478677
2011,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,496,8.795670995670996
2011,Male,"(75,Inf]",lschd,Combined,Playing with your children,496,0.17420212765957446
2011,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,496,0.3699731903485255
2011,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,496,1.6171111111111112
2011,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,496,4.175675675675675
2011,Female,"(15,25]",lsemp,Combined,Paid employment,1830,18.58592302209551
2011,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1830,2.2690887290167865
2011,Female,"(15,25]",lserr,Combined,Household errands,1830,2.744070860448301
2011,Female,"(15,25]",lshw,Combined,Housework,1830,6.867557614635305
2011,Female,"(15,25]",lsod,Combined,Outdoor tasks,1830,0.9245454545454546
2011,Female,"(15,25]",lschd,Combined,Playing with your children,1830,5.916420118343195
2011,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1830,0.6487388724035609
2011,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1830,0.49839624969158647
2011,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1830,0.2696296296296296
2011,Female,"(25,35]",lsemp,Combined,Paid employment,1565,23.858851609383525
2011,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1565,2.9084220584220586
2011,Female,"(25,35]",lserr,Combined,Household errands,1565,5.041130363036304
2011,Female,"(25,35]",lshw,Combined,Housework,1565,15.216329011345218
2011,Female,"(25,35]",lsod,Combined,Outdoor tasks,1565,2.14750548245614
2011,Female,"(25,35]",lschd,Combined,Playing with your children,1565,20.08452181208054
2011,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1565,0.777801724137931
2011,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1565,0.6873385012919897
2011,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1565,0.7291847354726799
2011,Female,"(35,45]",lsemp,Combined,Paid employment,1642,23.784480234260617
2011,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1642,2.8034422981674094
2011,Female,"(35,45]",lserr,Combined,Household errands,1642,5.913040806293019
2011,Female,"(35,45]",lshw,Combined,Housework,1642,17.115734011627907
2011,Female,"(35,45]",lsod,Combined,Outdoor tasks,1642,2.7997034840622685
2011,Female,"(35,45]",lschd,Combined,Playing with your children,1642,18.6611235675137
2011,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1642,0.963258785942492
2011,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1642,0.9610889774236387
2011,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1642,1.4099538920531598
2011,Female,"(45,55]",lsemp,Combined,Paid employment,1638,26.16419619185346
2011,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1638,2.942073911986385
2011,Female,"(45,55]",lserr,Combined,Household errands,1638,5.564259927797834
2011,Female,"(45,55]",lshw,Combined,Housework,1638,16.225836298932386
2011,Female,"(45,55]",lsod,Combined,Outdoor tasks,1638,3.461823258072348
2011,Female,"(45,55]",lschd,Combined,Playing with your children,1638,4.842280163599182
2011,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1638,1.2763157894736843
2011,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1638,1.0267505900865461
2011,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1638,2.8618210862619806
2011,Female,"(55,65]",lsemp,Combined,Paid employment,1319,14.970327723649246
2011,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1319,1.6634226190476191
2011,Female,"(55,65]",lserr,Combined,Household errands,1319,5.748824221046443
2011,Female,"(55,65]",lshw,Combined,Housework,1319,17.382839721254356
2011,Female,"(55,65]",lsod,Combined,Outdoor tasks,1319,4.4903733098177545
2011,Female,"(55,65]",lschd,Combined,Playing with your children,1319,0.8882575757575758
2011,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1319,2.527700831024931
2011,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1319,1.4423373419673142
